pmid,year,title,journal,screen_reason,url
12648793,2003,Radiotherapy treatment planning of prostate cancer using magnetic resonance imaging alone.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,MR/CT imaging 'FLASH': Somatom,https://pubmed.ncbi.nlm.nih.gov/12648793/
12608818,2003,Photoenolization as a means to release alcohols.,The Journal of organic chemistry,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/12608818/
12521605,2003,In vitro studies on the photobiological properties of aloe emodin and aloin A.,Free radical biology & medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12521605/
12516072,2003,MRI thermodosimetry in laser-induced interstitial thermotherapy.,Lasers in surgery and medicine,MR/CT imaging 'FLASH': Turbo-Flash,https://pubmed.ncbi.nlm.nih.gov/12516072/
12661968,2002,"Photochemistry of cyclic vicinal tricarbonyl compounds. Laser flash photolysis study of the reaction of indane-1,2,3-trione and its 5-methoxy derivative with olefins.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12661968/
12661592,2002,"Product studies and laser flash photolysis of direct and 2,4,6-triphenylpyrylium-zeolite Y photocatalyzed degradation of fenvalerate.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/12661592/
12659533,2002,"2,5-dimethylphenacyl esters: a photoremovable protecting group for phosphates and sulfonic acids.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659533/
12659520,2002,Modified mesoporous MCM-41 as hosts for photochromic spirobenzopyrans.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659520/
12659515,2002,Laser flash photolysis study of the photochemistry of o-methylbenzils.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659515/
12659505,2002,Photochemistry of 2-chloropyrimidine.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659505/
12653471,2002,Some photophysical studies of cis- and trans-urocanic acid.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12653471/
12480110,2002,Aerotactic responses in bacteria to photoreleased oxygen.,FEMS microbiology letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/12480110/
12405834,2002,Vibrational spectrum of m-benzyne: a matrix isolation and computational study.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/12405834/
12405157,2002,Illumination accelerates the decay of the O-intermediate of pharaonis phoborhodopsin (sensory rhodopsin II).,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12405157/
12405144,2002,The excited-state interaction of resazurin and resorufin with amines in aqueous solutions. Photophysics and photochemical reactions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12405144/
12403445,2002,Photoinduced N-demethylation of rufloxacin and its methyl ester under aerobic conditions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12403445/
12398527,2002,High-speed microwave-promoted hetero-Diels-Alder reactions of 2(1H)-pyrazinones in ionic liquid doped solvents.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12398527/
12383051,2002,"Method to plan, administer, and verify supine craniospinal irradiation.",Journal of applied clinical medical physics,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/12383051/
12235485,2002,Modeling light-induced currents in the eye of Chlamydomonas reinhardtii.,The Journal of membrane biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12235485/
12182640,2002,"Photochemistry of N-isopropoxy-substituted 2(1H)-pyridone and 4-p-tolylthiazole-2(3H)-thione: alkoxyl-radical release (spin-trapping, EPR, and transient spectroscopy) and its significance in the photooxidative induction of DNA strand breaks.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12182640/
12162734,2002,The mechanism of UV-A radiation-induced inhibition of photosystem II electron transport studied by EPR and chlorophyll fluorescence.,Biochemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/12162734/
12131283,2002,Erbium: YAG laser lithotripsy mechanism.,The Journal of urology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12131283/
12052166,2002,The application of microwave irradiation as new convenient synthetic procedure in drug discovery.,Current medicinal chemistry,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/12052166/
12031292,2002,Electron transfer oxidation of tryptophan and tyrosine by triplet states and oxidized radicals of flavin sensitizers: a laser flash photolysis study.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12031292/
12003123,2002,Photochemistry and phototoxicity of aloe emodin.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12003123/
11980751,2002,Reliability of the comet assay in cryopreserved human sperm.,"Human reproduction (Oxford, England)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11980751/
11966301,2002,Plume dynamics and shielding by the ablation plume during Er:YAG laser ablation.,Journal of biomedical optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11966301/
11891907,2002,The trifluoromethoxycarbonyl radical CF(3)OCO.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11891907/
11849089,2002,Photochemistry and photophysics of Cr(III) macrocyclic complexes.,Inorganic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11849089/
11844577,2002,"Modulation of flash stimulation intensity and frequency: effects on visual evoked potentials and oscillatory potentials recorded in awake, freely moving mice.",Behavioural brain research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11844577/
11837323,2002,Excited-state properties and in vitro phototoxicity studies of three phenothiazine derivatives.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11837323/
11792219,2002,"Generation, reactions, and kinetics of sterically congested triplet diphenylcarbenes. Effects of bromine groups.",Journal of the American Chemical Society,off-topic title subject: carbene,https://pubmed.ncbi.nlm.nih.gov/11792219/
16228328,2001,Effect of monochromatic UV-B radiation on electron transfer reactions of Photosystem II.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16228328/
11809376,2001,Carotenoid dependence of the protochlorophyllide to chlorophyllide phototransformation in dark-grown wheat seedlings.,"Journal of photochemistry and photobiology. B, Biology",off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/11809376/
11748007,2001,"Oxidation of di- and tripeptides of tyrosine and valine mediated by singlet molecular oxygen, phosphate radicals and sulfate radicals.","Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11748007/
11724545,2001,Spectroscopic characterization of the photocycle intermediates of photoactive yellow protein.,Biochemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11724545/
11723831,2001,[Magnetic resonance imaging in the diagnosis of breast diseases].,Orvosi hetilap,MR/CT imaging 'FLASH': fast low angle shot,https://pubmed.ncbi.nlm.nih.gov/11723831/
11703160,2001,Automated library generation using sequential microwave-assisted chemistry. Application toward the Biginelli multicomponent condensation.,Journal of combinatorial chemistry,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/11703160/
11683033,2001,Photochemistry of methoxyhydroquinone and methoxy-p-benzoquinone in solution related to the photoyellowing of the lignocellulosics.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11683033/
11577187,2001,The distribution of protochlorophyllide and chlorophyll within seedlings of the lip1 mutant of Pea.,Plant & cell physiology,no topic keywords and no radiation signal,https://pubmed.ncbi.nlm.nih.gov/11577187/
11567808,2001,Elevated tumor lactate concentrations predict for an increased risk of metastases in head-and-neck cancer.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11567808/
11566276,2001,"Dark and photoinduced interactions between Trolox, a polar-solvent-soluble model for vitamin E, and riboflavin.","Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11566276/
11525652,2001,Photoalkylation of 10-alkylacridinium ion via a charge-shift type of photoinduced electron transfer controlled by solvent polarity.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11525652/
11524017,2001,Slow photo-cross-linking kinetics of benzophenone-labeled voltage sensors of ion channels.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11524017/
11495427,2001,"Competitive decay pathways of the radical ions formed by photoinduced electron transfer between quinones and 4,4'-dimethoxydiphenylmethane in acetonitrile.","Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11495427/
11461417,2001,"Neutron energy spectra from the laser-induced Dd,n3He reaction.","Physical review. E, Statistical, nonlinear, and soft matter physics",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11461417/
11456975,2001,The elusive benzocyclobutenylidene: a combined computational and experimental attempt.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/11456975/
11444521,2001,Inverse planning algorithms for external beam radiation therapy.,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/11444521/
11433004,2001,Time course of the flash response of dark- and light-adapted human rod photoreceptors derived from the electroretinogram.,The Journal of physiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11433004/
11429928,2001,Alkylation of amino acids and glutathione in water by o-quinone methide. Reactivity and selectivity.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11429928/
11414839,2001,"Carbomethoxychlorocarbene: spectroscopy, theory, chemistry and kinetics.",Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11414839/
11409310,2001,Stereotactic guided laser-induced interstitial thermotherapy (SLITT) in gliomas with intraoperative morphologic monitoring in an open MR-unit.,Minimally invasive neurosurgery : MIN,MR/CT imaging 'FLASH': turbo FLASH,https://pubmed.ncbi.nlm.nih.gov/11409310/
11320091,2001,The carbonate radical is a site-selective oxidizing agent of guanine in double-stranded oligonucleotides.,The Journal of biological chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11320091/
11312936,2001,Studies of 9-fluorenyl carbocations. intramolecular hydride migration in a substituted 9-fluorenyl carbocation.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11312936/
11332891,2000,UV radiation effects on flavocytochrome b2 in dilute aqueous solution.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11332891/
11195847,2000,Photobinding of carprofen to protein.,"Journal of photochemistry and photobiology. B, Biology",no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/11195847/
11195846,2000,Involvement of type I and type II mechanisms in the linoleic acid peroxidation photosensitized by tiaprofenic acid.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11195846/
11126439,2000,Origin of retinal pigment epithelium cell damage by pulsed laser irradiance in the nanosecond to microsecond time regimen.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11126439/
11126438,2000,Acute and chronic effects of transmyocardial laser revascularization in the nonischemic pig myocardium by using three laser systems.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11126438/
11087413,2000,A new approach for studying fast biological reactions involving dioxygen: the reaction of fully reduced cytochrome c oxidase with O2.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11087413/
11073652,2000,Laser flash photolysis of diphenylsulfonyldiazomethane: detection of the sulfene and a sulfene-pyridine ylide.,Organic letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11073652/
11073607,2000,Fast microwave-assisted preparation of aryl and vinyl nitriles and the corresponding tetrazoles from organo-halides.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11073607/
11073313,2000,Photoreactivity of biologically active compounds. XVI. Formation and reactivity of free radicals in mefloquine.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11073313/
11072251,2000,"Enhancement of meta-tetrahydroxyphenylchlorin-sensitized photodynamic treatment on human tumor xenografts using a water-soluble vitamin E analogue, Trolox.",International journal of cancer,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11072251/
11045713,2000,A laser flash photolysis and pulse radiolysis study of primary photochemical processes of flumequine.,Photochemistry and photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11045713/
11040082,2000,Retinal function is improved in a murine model of a lysosomal storage disease following bone marrow transplantation.,Experimental eye research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11040082/
11031016,2000,"On the Z-E photoisomerization of chiral 2-pentenoate esters: stationary irradiations, laser-flash photolysis studies, and theoretical calculations.",The Journal of organic chemistry,off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/11031016/
10998236,2000,Electron transfer reactions in Zn-substituted cytochrome P450cam.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10998236/
10972948,2000,Effects of high peak power microwaves on the retina of the rhesus monkey.,Bioelectromagnetics,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/10972948/
10959856,2000,"Highly selective palladium-catalyzed synthesis of protected alpha,beta-unsaturated methyl ketones and 2-alkoxy-1,3-butadienes. High-speed chemistry by microwave flash heating.",The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10959856/
10943921,2000,Artefacts in multi-echo T2 imaging for high-precision gel dosimetry: II. Analysis of B1-field inhomogeneity.,Physics in medicine and biology,MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/10943921/
10891126,2000,"Mechanism of the Photodissociation of 4-Diphenyl(trimethylsilyl)methyl-N,N-dimethylaniline.",The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/10891126/
10843093,2000,Dynamics of pulsed holmium:YAG laser photocoagulation of albumen.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10843093/
10818783,2000,Photochemical and photophysical studies of guanine derivatives: intermediates contributing to its photodestruction mechanism in aqueous solution and the participation of the electron adduct.,Photochemistry and photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/10818783/
10664050,2000,Application of ultrashort laser pulses for intrastromal refractive surgery.,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10664050/
11674284,1999,"Photodissociation of N-Arylmethylanilines: A Laser Flash Photolysis, Fluorescence, and Product Analysis Study(1).",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11674284/
10943619,1999,Photodynamic therapy for the prevention of intimal hyperplasia in balloon-injured rabbit arteries.,Japanese circulation journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10943619/
10777133,1999,Direction of shrinkage of light-curing resin composites.,Acta odontologica Scandinavica,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10777133/
10616141,1999,Rapid imaging of free radicals in vivo using field cycled PEDRI.,Physics in medicine and biology,MR/CT imaging 'FLASH': FLASH pulse sequence,https://pubmed.ncbi.nlm.nih.gov/10616141/
10546553,1999,Formation of tryptophan radicals in irradiated aqueous solutions of hexachloroplatinate(IV): a flash photolysis study.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/10546553/
10508432,1999,Design and fast synthesis of C-terminal duplicated potent C(2)-symmetric P1/P1'-modified HIV-1 protease inhibitors.,Journal of medicinal chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10508432/
10504248,1999,UV-B radiation-induced donor- and acceptor-side modifications of photosystem II in the cyanobacterium Synechocystis sp. PCC 6803.,Biochemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/10504248/
10421888,1999,Investigations on acoustic on-line monitoring of IR laser ablation of burned skin.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10421888/
10421883,1999,Holmium:YAG laser lithotripsy: A dominant photothermal ablative mechanism with chemical decomposition of urinary calculi.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10421883/
34237870,1999,"Excited Precursor Reactivity, Fast 1,2-H Shifts, and Diffusion-Controlled Methanol Insertion in 1,2-Diphenylalkylidenes.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34237870/
10378011,1999,Irradiation of amelanotic melanoma cells with 532 nm high peak power pulsed laser radiation in the presence of the photothermal sensitizer Cu(II)-hematoporphyrin: a new approach to cell photoinactivation.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10378011/
10374984,1999,Analysis of flash echo from contrast agent for designing optimal ultrasound diagnostic systems.,Ultrasound in medicine & biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10374984/
10360945,1999,Nicotinic acetylcholine receptor probed with a photoactivatable agonist: improved labeling specificity by addition of CeIV/glutathione. Extension to laser flash photolabeling.,Biochemistry,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/10360945/
10360498,1999,Holmium: YAG lithotripsy: photothermal mechanism.,Journal of endourology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10360498/
10331759,1999,Monitoring radiation-induced changes in bone marrow histopathology with ultra-small superparamagnetic iron oxide (USPIO)-enhanced MRI.,Journal of magnetic resonance imaging : JMRI,curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/10331759/
10225433,1999,Evidence for peroxynitrite formation during S-nitrosoglutathione photolysis in air saturated solutions.,FEBS letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/10225433/
10089818,1999,Photophysical studies on antimalarial drugs.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10089818/
10049350,1999,Chemotactic responses of Escherichia coli to small jumps of photoreleased L-aspartate.,Biophysical journal,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/10049350/
11672356,1998,Photochemical Pinacol Rearrangement.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11672356/
11670575,1998,"Design and Semisynthesis of Photoactive Myoglobin Bearing Ruthenium Tris(2,2'-bipyridine) Using Cofactor-Reconstitution.",Inorganic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11670575/
10093916,1998,Visible radiation effects on flavocytochrome b2 in dilute aqueous solution: a steady-state and laser flash photolysis study.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10093916/
9865628,1998,Flash pump dye laser treatment of laryngeal papillomas.,"The Annals of otology, rhinology, and laryngology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9865628/
9863331,1998,[Classification of laser irradiation and safety measures].,Medicinski pregled,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9863331/
9784424,1998,Calcium buffering capacity of neuronal cell cytosol measured by flash photolysis of calcium buffer NP-EGTA.,Biochemical and biophysical research communications,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/9784424/
9724708,1998,Photochemical protease: site-specific photocleavage of hen egg lysozyme and bovine serum albumin.,Proceedings of the National Academy of Sciences of the United States of America,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/9724708/
9717551,1998,[THe cost of radiotherapy. Piedmontese experience].,La Radiologia medica,no ultra-high-dose-rate signature (rad signal=3),https://pubmed.ncbi.nlm.nih.gov/9717551/
9661151,1998,Flash lamp-based irradiation of caged compounds.,Methods in enzymology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/9661151/
9547496,1998,The linear no-threshold dose-effect relation: is it relevant to radiation protection regulation?,Medical physics,no ultra-high-dose-rate signature (rad signal=3),https://pubmed.ncbi.nlm.nih.gov/9547496/
9472050,1998,Pure methotrexate encephalopathy presenting with seizures: CT and MRI features.,Pediatric radiology,MR/CT imaging 'FLASH': FLASH sequences,https://pubmed.ncbi.nlm.nih.gov/9472050/
9500275,1998,In vivo MRI thermometry using a phase-sensitive sequence: preliminary experience during MRI-guided laser-induced interstitial thermotherapy of brain tumors.,Journal of magnetic resonance imaging : JMRI,MR/CT imaging 'FLASH': FLASH) sequence,https://pubmed.ncbi.nlm.nih.gov/9500275/
9500270,1998,Correlation of neuropathologic findings and phase-based MRI temperature maps in experimental laser-induced interstitial thermotherapy.,Journal of magnetic resonance imaging : JMRI,MR/CT imaging 'FLASH': FLASH) sequence,https://pubmed.ncbi.nlm.nih.gov/9500270/
23015010,1998,Fundamental Studies of Fiber-Guided Soft Tissue Cutting by Means of Pulsed Midinfrared Lasers and their Application in Ureterotomy.,Journal of biomedical optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23015010/
9589402,1997,Isolation and structure elucidation of an intermediate in the photodegradation of ciprofloxacin.,Journal of pharmaceutical and biomedical analysis,off-topic sense of 'flash': flash chromatograph,https://pubmed.ncbi.nlm.nih.gov/9589402/
9454354,1997,"[Contrast-enhanced MR ""magnetization transfer technique"". Improved tumor contrast, delineation and visibility of intracranial malignant gliomas and metastases in radiosurgical treatment planning].",Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],MR/CT imaging 'FLASH': fast low angle shot,https://pubmed.ncbi.nlm.nih.gov/9454354/
9333361,1997,[MR tomographic temperature quantification at 1.5 T in vitro: a comparison of fast T1 maps and a phase-sensitive sequence].,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,MR/CT imaging 'FLASH': turbo-FLASH,https://pubmed.ncbi.nlm.nih.gov/9333361/
9223680,1997,"A high-resolution, confocal laser-scanning microscope and flash photolysis system for physiological studies.",Cell calcium,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9223680/
9215785,1997,Contrast-enhanced magnetization transfer imaging: improvement of brain tumor conspicuity and delineation for radiosurgical target volume definition.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,MR/CT imaging 'FLASH': fast low angle shot,https://pubmed.ncbi.nlm.nih.gov/9215785/
9126957,1997,Real time monitoring of laser-induced thermal changes in cartilage in vitro by using snapshot FLASH.,Magnetic resonance in medicine,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/9126957/
11671514,1997,Intramolecular Diels-Alder Reaction of N-Alkyl-2-cyano-1-azadienes: A Study of the Eschenmoser Cycloreversion of Dihydrooxazines as a Route to N-Alkyl-2-cyano-1-azadienes.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11671514/
9182315,1997,[Morphologic MR imaging with T1-weighted sequences for radiotherapy goal volume definition of intracranial tumors. Comparison with FLASH-Turbo-FLASH and SE sequences].,Der Radiologe,MR/CT imaging 'FLASH': FLASH-Turbo-FLASH and SE sequences,https://pubmed.ncbi.nlm.nih.gov/9182315/
9172693,1997,[Photosensitizing properties and antioxidant activity of furagin--an antimicrobial drug that is a derivative of nitrofuran].,Biofizika,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/9172693/
9090578,1997,Magnetization transfer contrast of hepatic lesions in breath-hold gradient-echo images of different T1 weighting.,Journal of magnetic resonance imaging : JMRI,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/9090578/
9054899,1997,The value of setup portal films as an estimate of a patient's position throughout fractionated tangential breast irradiation: an on-line study.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9054899/
8931374,1996,"The reaction of triplet 2-methyl-1,4-naphthoquinone (menadione) with DNA and polynucleotides.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8931374/
8966673,1996,[Blood volume changes after the radiotherapy of the central nervous system].,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/8966673/
8883408,1996,Prediction of radiotherapy response of cervical carcinoma through measurement of proliferation rate.,British journal of cancer,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/8883408/
8863479,1996,Photophysical and redox properties of a series of phthalocyanines: relation with their photodynamic activities on TF-1 and Daudi leukemic cells.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8863479/
8999448,1996,[Laser-induced interstitial induced hyperthermia of cerebral tumors with nuclear magnetic resonance tomography control].,Der Radiologe,MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/8999448/
8806230,1996,Damage to UV-sensitive cells by short UV in photographic flashes.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/8806230/
