pmid,year,title,authors,journal,category,tags,doi,pmc,url
41040527,2025,Phenomenological insights into the FLASH radiotherapy-induced abscopal effect.,Castorina P; Ferini G; Romano F,Frontiers in oncology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.3389/fonc.2025.1657392,PMC12486310,https://pubmed.ncbi.nlm.nih.gov/41040527/
41040510,2025,Influence factor and mechanism of FLASH effect.,Feng T; He T; Ye W; Xiang L,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.3389/fonc.2025.1669228,PMC12483931,https://pubmed.ncbi.nlm.nih.gov/41040510/
41038240,2025,Bragg-peak FLASH biological optimization enables enhanced normal tissue sparing and dose escalation for ocular stereotactic body radiation therapy.,Hamza M; Selvaraj B; Cheng C; Zhao X; Kaulfers T; Lattery G; Zhai H; Simone Ii CB; Barker C; Chang J; Lin H; Kang M,Physics in medicine and biology,Treatment Planning & Optimization,Treatment Planning & Optimization; Radiobiology; Physics & Dosimetry; Modeling & Mechanisms,10.1088/1361-6560/ae0ef7,,https://pubmed.ncbi.nlm.nih.gov/41038240/
41035802,2025,Development and characterization of phantoms to investigate the Flash effect with Drosophila melanogaster at an ultra-high dose rate radiotherapy linac.,Dal Bello R; Kreuzer M; Vetrugno I; Little JC; Kranzer R; Schischke S; Bossin L; Yukihara EG; Guckenberger M; Pruschy M; Tanadini-Lang S,Physics and imaging in radiation oncology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1016/j.phro.2025.100835,PMC12481075,https://pubmed.ncbi.nlm.nih.gov/41035802/
41028909,2025,Treatment parameters consideration for universal range shifter-based multi-energy proton FLASH-RT.,Zeng Y; Quan H; Zhang Q; Wang W; Liu X; Qin B; Pang B; Liu M; Chen S; Yang K; Chang Y; Yang Z,Medical physics,Radiobiology,Radiobiology; Treatment Planning & Optimization,10.1002/mp.70039,,https://pubmed.ncbi.nlm.nih.gov/41028909/
41027850,2025,FLASH irradiation-induced acute lung injury promotes metastatic colonization via neutrophil extracellular trap formation.,Luo H; Yang C; Vozenin MC; Mao R; Ma L; Lei H; Ge H,Medical physics,Radiobiology,Radiobiology,10.1002/mp.70054,,https://pubmed.ncbi.nlm.nih.gov/41027850/
41026068,2025,Emulating Clinical Workflow of Scintillator Array Dosimetry for FLASH Pencil-Beam Scanning Proton Therapy.,Vasyltsiv R; Harms J; Clark M; Gladstone DJ; Pogue BW; Zhang R; Bruza P,"International journal of radiation oncology, biology, physics",Physics & Dosimetry,Physics & Dosimetry; Clinical & Translational; Treatment Planning & Optimization; Radiobiology,10.1016/j.ijrobp.2025.05.084,PMC12969705,https://pubmed.ncbi.nlm.nih.gov/41026068/
41018099,2025,Impact assessment of current knowledge gaps and mitigation strategies in clinical FLASH proton therapy through a systematic review.,Zur Horst AH; Habraken SJM; Rovituso M; Klaver YLB; Spruijt KH; Hoogeman MS,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Clinical & Translational; Radiobiology; Treatment Planning & Optimization; Modeling & Mechanisms,10.3389/fonc.2025.1550264,PMC12460130,https://pubmed.ncbi.nlm.nih.gov/41018099/
41018092,2025,Radiotherapy for glioma in the AI era: current applications and future prospects.,Wang X; Qi Z; Zeng Q; Gu D; Li T,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Treatment Planning & Optimization; Modeling & Mechanisms,10.3389/fonc.2025.1673752,PMC12460113,https://pubmed.ncbi.nlm.nih.gov/41018092/
41014172,2025,First experience with third-party validations: A robust calibration and QA procedure for proton FLASH delivery.,Chang CC; Selvaraj B; Zhao X; Rembish J; Taylor PA; Bookbinder A; Cheng C; Choi JI; Simone CB; Lin H; Kang M,Journal of applied clinical medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1002/acm2.70269,PMC12475972,https://pubmed.ncbi.nlm.nih.gov/41014172/
41001017,2025,"FLASH-RT for pulmonary protection: a comprehensive review of mechanisms, technological advances, and clinical translation.",Wen Y; Liu X; Zhang X; Long L; Feng J; Zhang Z,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Radiobiology; Modeling & Mechanisms; Clinical & Translational; Physics & Dosimetry,10.3389/fonc.2025.1642745,PMC12457176,https://pubmed.ncbi.nlm.nih.gov/41001017/
40999628,2025,"Electron and proton FLASH beam dosimetry using unified alanine, EBT-XD, and HD-V2 Gafchromic film dosimeters.",Jung S; Kim IJ; Yi CY; Kim YH; Seong YM; Solomon R; Choi SH; Jang YJ; Lee SB; Kim CE; Pak SI; Park JI,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Radiobiology; Beam Delivery & Technology,10.1002/mp.70022,PMC12464357,https://pubmed.ncbi.nlm.nih.gov/40999628/
40998483,2025,Authors' View-FLASH Radiation: A Game-Changer in Pediatric Brain Tumor Treatment?,Reitman ZJ; Fan Y,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology,10.1016/j.ijrobp.2025.04.036,,https://pubmed.ncbi.nlm.nih.gov/40998483/
40983920,2025,Optimization and fabrication of a novel 3D-printed variable density range modulation device for proton FLASH beams.,Gu W; Shoniyozov K; Mei K; Lin A; Zou W; Dong L; Noël PB; Teo BK,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms; Beam Delivery & Technology,10.1002/mp.70013,PMC12454734,https://pubmed.ncbi.nlm.nih.gov/40983920/
40983874,2025,Comprehensive characterization and validation of a fast-resolving (1000 Hz) plastic scintillator for ultra-high dose rate electron dosimetry.,Guo L; Zhou B; Tsai YC; Jiang K; Iakovenko V; Wang KK,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Radiobiology; Beam Delivery & Technology; Clinical & Translational,10.1002/mp.70006,PMC12454735,https://pubmed.ncbi.nlm.nih.gov/40983874/
40973058,2025,Performance evaluation of ESR dosimeters under proton beam FLASH irradiation conditions.,Kumagai J; Iwata H; Komaguchi K; Omachi C; Toshito T; Umezawa M; Yamada M; Kondo T,Journal of radiation research,Physics & Dosimetry,Physics & Dosimetry; Radiobiology; Beam Delivery & Technology; Modeling & Mechanisms,10.1093/jrr/rraf054,PMC12648059,https://pubmed.ncbi.nlm.nih.gov/40973058/
40964360,2025,Investigating Rat-Brain Normal Tissue and Tumor FLASH Effects with a Novel Very High Energy Electron Beam.,Kay TV; Price AL; Sprenger M; Radosova VJP; Thompson A; Martin EL; Dunn D; Popov V; Mikhailov S; Reitman ZJ; Wu YK; Floyd SR; Oldham M,bioRxiv : the preprint server for biology,Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology; Physics & Dosimetry; Modeling & Mechanisms,10.1101/2025.09.05.674499,PMC12439996,https://pubmed.ncbi.nlm.nih.gov/40964360/
40963699,2025,Efficacy of Radiotherapy FLASH-RT: From Treating Lung Cancer to Preventing Pulmonary Fibrosis.,Yang T; Xu Z; Hu W; Cao Z; Zhang Y,Dose-response : a publication of International Hormesis Society,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.1177/15593258251379921,PMC12437252,https://pubmed.ncbi.nlm.nih.gov/40963699/
40961965,2025,Dosimetric characterization of an encapsulated waterproof silicon carbide detector with UHDR electron and proton beams for FLASH radiotherapy.,Milluzzo G; Zitelli D; Cavalieri A; Celentano M; Di Martino F; Masturzo L; Okpuwe C; Pensavalle JH; Lorentini S; Scifoni E; Tommasino F; Trianni A; Trovato G; Verroi E; Quaranta A; Camarda M; Romano F,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Clinical & Translational,10.1088/1361-6560/ae0860,,https://pubmed.ncbi.nlm.nih.gov/40961965/
40958855,2025,Anesthesia is a potent determinant of ultra-high dose rate sparing in the murine total abdominal irradiation model.,Tavakkoli AD; Daley WW; Hunter DI; Allen BA; Carpenter GC; Gladstone DJ; Pogue BW; Hoopes PJ,Frontiers in oncology,Radiobiology,Radiobiology,10.3389/fonc.2025.1666489,PMC12433844,https://pubmed.ncbi.nlm.nih.gov/40958855/
40949757,2025,Advancements in Monte Carlo simulations with gMicroMC: reactive species build-up promotes radical-radical reactions at Flash dose rates.,Molina-Hernández M; Gonçalves P; Chi Y; Seco J,ArXiv,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,,PMC12425020,https://pubmed.ncbi.nlm.nih.gov/40949757/
40940290,2025,An adaptive proton FLASH therapy using modularized pin ridge filter.,Zafar AJ; Yang X; Diamond Z; Sibo T; Yu D; Patel PR; Zhou J,Medical physics,Treatment Planning & Optimization,Treatment Planning & Optimization; Physics & Dosimetry; Radiobiology,10.1002/mp.18109,,https://pubmed.ncbi.nlm.nih.gov/40940290/
40937982,2025,Reactive Oxygen Species Yield near Gold Nanoparticles Under Ultrahigh-Dose-Rate Electron Beams: A Monte Carlo Study.,Kim CD; Chow JCL,"Nanomaterials (Basel, Switzerland)",Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.3390/nano15171303,PMC12430105,https://pubmed.ncbi.nlm.nih.gov/40937982/
40926707,2025,Senescence Under the Lens: X-ray vs. Proton Irradiation at Conventional and Ultra-High Dose Rate.,De Meester ME; Paulus H; Michiels C; Heuskin AC; Debacq-Chainiaux F,Radiation research,Radiobiology,Radiobiology,10.1667/RADE-25-00071.1,,https://pubmed.ncbi.nlm.nih.gov/40926707/
40925823,2025,"Corrigendum to ""Ultra-high dose rate dosimetry for pre-clinical experiments with mm-small proton fields"" [Phys. Med. 104 (2022) 101-111].",Togno M; Nesteruk KP; Schäfer R; Psoroulas S; Meer D; Grossmann M; Christensen JB; Yukihara EG; Lomax AJ; Safai S,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Physics & Dosimetry,Physics & Dosimetry,10.1016/j.ejmp.2025.105100,,https://pubmed.ncbi.nlm.nih.gov/40925823/
40921334,2025,Sparing effects of FLASH irradiation in patient-derived lung tissue.,Dubail M; Lafouasse C; Heinrich S; Favaudon V; Londoño-Vallejo A; Dutreix M; Colin D; Côté JF; Didier J; Pouliquen C; Benali A; Verrelle P; Lefèvre M; Girard N; Seguin-Givelet A; Créhange G; Fouillade C,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1016/j.radonc.2025.111126,,https://pubmed.ncbi.nlm.nih.gov/40921334/
40921332,2025,"Dose, dose rate and split dose impacts murine skin responses following photon FLASH irradiation.",Brown KH; Ghita-Pettigrew M; McIvor MP; McDowell MP; McLaughlin O; Prise KM; Sforza D; Wong JW; Rezaee M; McMahon SJ; Butterworth KT,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Radiobiology,Radiobiology,10.1016/j.radonc.2025.111125,,https://pubmed.ncbi.nlm.nih.gov/40921332/
40904495,2025,Radiotherapy for primary bone tumors: current techniques and integration of artificial intelligence-a review.,Tong J; Chen D; Li J; Chen H; Yu T,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Beam Delivery & Technology; Clinical & Translational; Radiobiology,10.3389/fonc.2025.1648849,PMC12401980,https://pubmed.ncbi.nlm.nih.gov/40904495/
40904039,2025,Quality assurance and reporting for FLASH clinical trials: The experience of the FEATHER trial.,Colizzi I; Schäfer R; Brückner J; Dellepiane G; Grossmann M; Körner M; Lomax AJ; Meer D; Rohrer B; Bley CR; Togno M; Psoroulas S,Medical physics,Clinical & Translational,Clinical & Translational; Radiobiology,10.1002/mp.18100,PMC12409223,https://pubmed.ncbi.nlm.nih.gov/40904039/
40898344,2025,Comparative metabolomic analysis of human lung slices (hu-PCLS) exposed to either standard or FLASH protons: a pilot study.,Velalopoulou A; Mak TD; Deziel A; Kim MM; Koumenis C; Christofidou-Solomidou M; Laiakis EC,"Radiation oncology (London, England)",Radiobiology,Radiobiology; Physics & Dosimetry,10.1186/s13014-025-02714-8,PMC12403441,https://pubmed.ncbi.nlm.nih.gov/40898344/
40897687,2025,Tissue-specific iron levels modulate lipid peroxidation and the FLASH radiotherapy effect.,Vilaplana-Lopera N; Kim J; Nam G; Tullis IDC; Paillas S; Ruan JL; Lee PJ; Jiang Y; Park S; Hou T; Nasir A; Charlesworth E; Walker E; Abu-Halawa A; Hill MA; Choi C; Lee IJ; Jeong Y; Lakhal-Littleton S; Then CK; Shen SC; Giaccia AJ; Petersson K; Moon EJ,Cell death & disease,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1038/s41419-025-07988-0,PMC12405469,https://pubmed.ncbi.nlm.nih.gov/40897687/
40897368,2025,FLASH-enabled proton SBRT for a challenging case of spine metastasis.,Wuyckens S; Vera MC; Nilsson R; Wase V; Di Perri D; Geets X; Lee JA; Sterpin E,Physics in medicine and biology,Treatment Planning & Optimization,Treatment Planning & Optimization; Clinical & Translational; Radiobiology; Beam Delivery & Technology,10.1088/1361-6560/ae023c,,https://pubmed.ncbi.nlm.nih.gov/40897368/
40897358,2025,Feasibility of prototype diamond detectors for pulsed UHDR PBS small-field proton dosimetry for proton FLASH experiments.,Setianegara J; Wang A; Gerard N; Nys J; Szczepanski M; Gao H; Lin Y,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Treatment Planning & Optimization; Radiobiology,10.1088/1361-6560/ae023b,PMC12451744,https://pubmed.ncbi.nlm.nih.gov/40897358/
40897356,2025,Geometry-optimized electron beam scattering foils enabling dose uniformity and dose rate enhancement for FLASH radiotherapy studies.,Lv J; Wang J; Li Q; Yang G; Gai W; Zhu K; Yan X,Physics in medicine and biology,Beam Delivery & Technology,Beam Delivery & Technology; Modeling & Mechanisms; Physics & Dosimetry,10.1088/1361-6560/ae0239,,https://pubmed.ncbi.nlm.nih.gov/40897356/
40892458,2025,Ultra-high dose rate protons in clinical irradiation suppress DNA single-strand breaks induction in the below nano-second time scale of physicochemical stages.,Mamiya T; Kusumoto T; Sasai K; Kamiguchi N; Amano D; Kurita K; Kodaira S; Konishi T,International journal of radiation biology,Modeling & Mechanisms,Modeling & Mechanisms,10.1080/09553002.2025.2548470,,https://pubmed.ncbi.nlm.nih.gov/40892458/
40891043,2025,Experimental validation of coarse ridge filters for FLASH proton therapy.,Hotoiu L; Stappen FV; Pin A; Nilsson R; Ivoc J; Kim M; Diffenderfer E; Teo BK; Labarbe R,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms; Beam Delivery & Technology; Radiobiology; Clinical & Translational,10.1002/mp.18044,,https://pubmed.ncbi.nlm.nih.gov/40891043/
40867798,2025,The Biophysics of Flash Radiotherapy: Tools for Measuring Tumor and Normal Tissues Microenvironment.,Ali IG; El Naqa I,"Antioxidants (Basel, Switzerland)",Reviews & Consensus,Reviews & Consensus; Radiobiology; Modeling & Mechanisms; Clinical & Translational,10.3390/antiox14080899,PMC12383113,https://pubmed.ncbi.nlm.nih.gov/40867798/
40858068,2025,In silico evaluation of the potential of very high energy electrons delivered in both conventional and FLASH regimes for the SBRT treatment of pancreatic cancer: A report of three case studies.,De Gregorio A; Muscato A; Burattini A; Carlotti D; Fiore M; Franciosini G; Insero T; Marafini M; Marè V; Patera V; Quattrini F; Ramella S; Schiavi A; Toppi M; Traini G; Trigilio A; Sarti A,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology; Modeling & Mechanisms,10.1016/j.ejmp.2025.105076,,https://pubmed.ncbi.nlm.nih.gov/40858068/
40819335,2025,FLASH radiotherapy at a crossroads: a bibliometric perspective on progress and challenges.,Wang P; Gao Y; Chen C; Zhao X; Zhang Y; Liu T; Jiang H; Wang Z; Zhao X; Li J,Discover oncology,Radiobiology,Radiobiology; Physics & Dosimetry; Beam Delivery & Technology,10.1007/s12672-025-03400-7,PMC12358346,https://pubmed.ncbi.nlm.nih.gov/40819335/
40805259,2025,Investigating the Influence of Conventional vs. Ultra-High Dose Rate Proton Irradiation Under Normoxic or Hypoxic Conditions on Multiple Developmental Endpoints in Zebrafish Embryos.,Faggian A; Pucci G; Verroi E; Fasolini A; Lorentini S; Citter S; Mione MC; Calvaruso M; Russo G; Scifoni E; Forte GI; Tommasino F; Bisio A,Cancers,Radiobiology,Radiobiology,10.3390/cancers17152564,PMC12345739,https://pubmed.ncbi.nlm.nih.gov/40805259/
40781738,2025,Plastic scintillator sheets for quality assurance in electron FLASH and minibeam radiation therapy.,Morrocchi M; Ciarrocchi E; Anzalone R; Cavalieri A; Martino FD; D'Orazio C; Massa M; Moggi A; Mozzo C; Pensavalle JH; Ravera E; Bisogni MG,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms; Radiobiology,10.1002/mp.18033,,https://pubmed.ncbi.nlm.nih.gov/40781738/
40769175,2025,Beam intensity and stability control on a modified clinical linear accelerator for FLASH irradiation.,Tan Y; Deoli NT; Harken AD; Brenner DJ; Garty G,Physics in medicine and biology,Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology; Physics & Dosimetry,10.1088/1361-6560/adf8ac,PMC12351235,https://pubmed.ncbi.nlm.nih.gov/40769175/
40768313,2025,Alternative Radiotherapy Delivery Approaches to Modulate Radiation Response.,Wilk J; Box C; Harrington K; Nill S; Oelfke U,"Cancer journal (Sudbury, Mass.)",Reviews & Consensus,Reviews & Consensus; Radiobiology; Beam Delivery & Technology,10.1097/PPO.0000000000000781,,https://pubmed.ncbi.nlm.nih.gov/40768313/
40762144,2025,Fixation method influences FLASH skin sparing in an in vivo leg model.,Kristensen L; Overgaard C; Johansen J; Hansen A; Bassler N; Poulsen P; Sørensen B,"Acta oncologica (Stockholm, Sweden)",Radiobiology,Radiobiology,10.2340/1651-226X.2025.43972,PMC12340987,https://pubmed.ncbi.nlm.nih.gov/40762144/
40759154,2025,Radiation damage evaluation of materials for radiotherapy quality assurance devices under high dose and ultra-high dose rate electron and proton beams.,Orts M; Gedik YC; Bourgouin A; Kapsch RP; Koumeir C; Sounalet T; Rossomme S; Souris K; Sterpin E,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry,10.1088/1361-6560/adf796,,https://pubmed.ncbi.nlm.nih.gov/40759154/
