pmid,year,title,journal,screen_reason,url
15649327,2005,Design and testing of low intensity laser biostimulator.,Biomedical engineering online,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15649327/
15631456,2005,Studies on the mechanism of the photo-induced DNA damage in the presence of acridizinium salts-involvement of singlet oxygen and an unusual source for hydroxyl radicals.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15631456/
15616689,2005,Photochemical reaction mechanisms of 2-nitrobenzyl compounds: 2-nitrobenzyl alcohols form 2-nitroso hydrates by dual proton transfer.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/15616689/
17191880,2004,Photophysical and phototoxic properties of the antibacterial fluoroquinolones levofloxacin and moxifloxacin.,Chemistry & biodiversity,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17191880/
15624309,2004,Hypoxia in the androgen-dependent Shionogi model for prostate cancer at three stages.,Radiation research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15624309/
15623341,2004,Primary photochemical processes of the phototoxic neuroleptic cyamemazine: a study by laser flash photolysis and steady-state irradiation.,Photochemistry and photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/15623341/
15623339,2004,"Photochemical reduction of cytochrome c by a 1,4,5,8-naphthalenediimide radical anion.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15623339/
15612558,2004,[Thermal effects of a short light flash on biological tissues. I. An optical and thermal model].,Biofizika,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15612558/
15606983,2004,Vitamin B2-sensitised photooxidation of the ophthalmic drugs Timolol and Pindolol: kinetics and mechanism.,Redox report : communications in free radical research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15606983/
15549803,2004,Steady-state and laser flash photolysis study of the carbon-carbon bond fragmentation reactions of 2-arylsulfanyl alcohol radical cations.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15549803/
15527262,2004,"Triplet-sensitized photolysis of the photoisomer of a 2,11-diaza[3,3](9,10)anthracenoparacyclophane: an adiabatic cycloreversion and a [2pia + 2pia + 2sigmas] rearrangement in a triplet state of the biplanophane system.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15527262/
15502832,2004,Flash welding of conducting polymer nanofibres.,Nature materials,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15502832/
15382925,2004,Triplet diphenylcarbenes protected by o-Aryl groups.,Journal of the American Chemical Society,off-topic title subject: carbene,https://pubmed.ncbi.nlm.nih.gov/15382925/
15381780,2004,Direct observation of hole transfer through double-helical DNA over 100 A.,Proceedings of the National Academy of Sciences of the United States of America,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15381780/
15346190,2004,Effect of oligothiophene substituents on the photophysical and photochromic properties of a naphthopyran.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15346190/
15315403,2004,Carbon tunneling in the ring expansion of noradamantylchlorocarbene.,Journal of the American Chemical Society,off-topic title subject: carbene,https://pubmed.ncbi.nlm.nih.gov/15315403/
15212537,2004,Photoaddition of water and alcohols to the anthracene moiety of 9-(2'-hydroxyphenyl)anthracene via formal excited state intramolecular proton transfer.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15212537/
15198609,2004,"Electrodeless determination of the trap density, decay kinetics, and charge separation efficiency of dye-sensitized nanocrystalline TiO(2).",Journal of the American Chemical Society,no radiation signal + off-topic term: semiconductor,https://pubmed.ncbi.nlm.nih.gov/15198609/
15115297,2004,Photophysical and photobiological behavior of antimalarial drugs in aqueous solutions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15115297/
15099730,2004,Modelling the environmental degradation of water contaminants. Kinetics and mechanism of the riboflavin-sensitised-photooxidation of phenolic compounds.,Chemosphere,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15099730/
15052367,2004,Photochemistry of 2-acyloxycarbazoles. A potential tool in the synthesis of carbazole alkaloids.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15052367/
15020100,2004,Focused microwave irradiation of the brain preserves in vivo protein phosphorylation: comparison with other methods of sacrifice and analysis of multiple phosphoproteins.,Journal of neuroscience methods,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/15020100/
14999843,2004,Photoinduced interactions between oxidized and reduced lipoic acid and riboflavin (vitamin B2).,Chemphyschem : a European journal of chemical physics and physical chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/14999843/
14993947,2004,Kinetics and mechanism of the degradation of the pesticide metsulfuron methyl induced by excitation of iron(III) aqua complexes in aqueous solutions: steady state and transient absorption spectroscopy studies.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14993947/
14746482,2004,Preparation of oligodiazo compounds by using the suzuki coupling reaction and characterization of their photoproducts.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14746482/
14695574,2004,"Substituent-dependent reactivity in the photodimerization of N-substituted dibenz[b,f]azepines.","Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14695574/
16220924,2003,Unexpected Hofmann elimination in the benzophenone-(phenylthio)acetic tetrabutylammonium salt photoredox system.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16220924/
14653696,2003,Ultrafast chemistry: cobalt carbonyl-mediated synthesis of diaryl ketones under microwave irradiation.,Organic letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14653696/
14640642,2003,Photoinduced NO release by visible light irradiation from pyrazine-bridged nitrosyl ruthenium complexes.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/14640642/
14624772,2003,Neo adjuvant Tamoxifen in post menopausal patients with operable breast cancer.,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/14624772/
14560812,2003,Investigation of singlet oxygen reactivity towards propofol.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/14560812/
14558845,2003,Photohydration and photosolvolysis of biphenyl alkenes and alcohols via biphenyl quinone methide-type intermediates and diarylmethyl carbocations.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/14558845/
14531679,2003,Laser flash photolysis formation and direct kinetic studies of manganese(V)-oxo porphyrin intermediates.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14531679/
14521228,2003,"Continuous irradiation and flash-photolysis studies of new[3H]naphtho[2,1-b]pyrans linked by covalent bonds to oligothiophene units. Effect of thiophene substituents on the photochromism.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/14521228/
14510563,2003,"Highly efficient photochemical generation of a triple bond: synthesis, properties, and photodecarbonylation of cyclopropenones.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/14510563/
12816463,2003,Photoreaction between 2-benzoylthiophene and phenol or indole.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12816463/
12812289,2003,Photochemical and photophysical properties of indoprofen.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12812289/
12803075,2003,Primary photoreactions of phylloquinone (vitamin K1) and plastoquinone-1 in solution.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12803075/
12783913,2003,Paroxetine controlled release in the treatment of menopausal hot flashes: a randomized controlled trial.,JAMA,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/12783913/
12755594,2003,Photosensitization of DNA strand breaks by three phenothiazine derivatives.,Chemical research in toxicology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12755594/
12715077,2003,Nitric oxide release from the S-nitrosothiol zinc phthalocyanine complex by flash photolysis.,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12715077/
12688720,2003,High-throughput synthesis of N3-acylated dihydropyrimidines combining microwave-assisted synthesis and scavenging techniques.,Organic letters,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/12688720/
12608818,2003,Photoenolization as a means to release alcohols.,The Journal of organic chemistry,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/12608818/
12521605,2003,In vitro studies on the photobiological properties of aloe emodin and aloin A.,Free radical biology & medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12521605/
12516072,2003,MRI thermodosimetry in laser-induced interstitial thermotherapy.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/12516072/
12661968,2002,"Photochemistry of cyclic vicinal tricarbonyl compounds. Laser flash photolysis study of the reaction of indane-1,2,3-trione and its 5-methoxy derivative with olefins.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12661968/
12661592,2002,"Product studies and laser flash photolysis of direct and 2,4,6-triphenylpyrylium-zeolite Y photocatalyzed degradation of fenvalerate.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/12661592/
12659533,2002,"2,5-dimethylphenacyl esters: a photoremovable protecting group for phosphates and sulfonic acids.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659533/
12659520,2002,Modified mesoporous MCM-41 as hosts for photochromic spirobenzopyrans.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659520/
12659515,2002,Laser flash photolysis study of the photochemistry of o-methylbenzils.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659515/
12659505,2002,Photochemistry of 2-chloropyrimidine.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12659505/
12653471,2002,Some photophysical studies of cis- and trans-urocanic acid.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12653471/
12480110,2002,Aerotactic responses in bacteria to photoreleased oxygen.,FEMS microbiology letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/12480110/
12405834,2002,Vibrational spectrum of m-benzyne: a matrix isolation and computational study.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/12405834/
12405144,2002,The excited-state interaction of resazurin and resorufin with amines in aqueous solutions. Photophysics and photochemical reactions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12405144/
12403445,2002,Photoinduced N-demethylation of rufloxacin and its methyl ester under aerobic conditions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12403445/
12398527,2002,High-speed microwave-promoted hetero-Diels-Alder reactions of 2(1H)-pyrazinones in ionic liquid doped solvents.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12398527/
12182640,2002,"Photochemistry of N-isopropoxy-substituted 2(1H)-pyridone and 4-p-tolylthiazole-2(3H)-thione: alkoxyl-radical release (spin-trapping, EPR, and transient spectroscopy) and its significance in the photooxidative induction of DNA strand breaks.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12182640/
12162734,2002,The mechanism of UV-A radiation-induced inhibition of photosystem II electron transport studied by EPR and chlorophyll fluorescence.,Biochemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/12162734/
12131283,2002,Erbium: YAG laser lithotripsy mechanism.,The Journal of urology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/12131283/
12052166,2002,The application of microwave irradiation as new convenient synthetic procedure in drug discovery.,Current medicinal chemistry,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/12052166/
12031292,2002,Electron transfer oxidation of tryptophan and tyrosine by triplet states and oxidized radicals of flavin sensitizers: a laser flash photolysis study.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12031292/
12003123,2002,Photochemistry and phototoxicity of aloe emodin.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/12003123/
11849089,2002,Photochemistry and photophysics of Cr(III) macrocyclic complexes.,Inorganic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11849089/
11837323,2002,Excited-state properties and in vitro phototoxicity studies of three phenothiazine derivatives.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11837323/
11792219,2002,"Generation, reactions, and kinetics of sterically congested triplet diphenylcarbenes. Effects of bromine groups.",Journal of the American Chemical Society,off-topic title subject: carbene,https://pubmed.ncbi.nlm.nih.gov/11792219/
16228328,2001,Effect of monochromatic UV-B radiation on electron transfer reactions of Photosystem II.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16228328/
11809376,2001,Carotenoid dependence of the protochlorophyllide to chlorophyllide phototransformation in dark-grown wheat seedlings.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11809376/
11748007,2001,"Oxidation of di- and tripeptides of tyrosine and valine mediated by singlet molecular oxygen, phosphate radicals and sulfate radicals.","Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11748007/
11724545,2001,Spectroscopic characterization of the photocycle intermediates of photoactive yellow protein.,Biochemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11724545/
11703160,2001,Automated library generation using sequential microwave-assisted chemistry. Application toward the Biginelli multicomponent condensation.,Journal of combinatorial chemistry,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/11703160/
11683033,2001,Photochemistry of methoxyhydroquinone and methoxy-p-benzoquinone in solution related to the photoyellowing of the lignocellulosics.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11683033/
11577187,2001,The distribution of protochlorophyllide and chlorophyll within seedlings of the lip1 mutant of Pea.,Plant & cell physiology,no topic keywords and no radiation signal,https://pubmed.ncbi.nlm.nih.gov/11577187/
11567808,2001,Elevated tumor lactate concentrations predict for an increased risk of metastases in head-and-neck cancer.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11567808/
11566276,2001,"Dark and photoinduced interactions between Trolox, a polar-solvent-soluble model for vitamin E, and riboflavin.","Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11566276/
11525652,2001,Photoalkylation of 10-alkylacridinium ion via a charge-shift type of photoinduced electron transfer controlled by solvent polarity.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11525652/
11524017,2001,Slow photo-cross-linking kinetics of benzophenone-labeled voltage sensors of ion channels.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11524017/
11495427,2001,"Competitive decay pathways of the radical ions formed by photoinduced electron transfer between quinones and 4,4'-dimethoxydiphenylmethane in acetonitrile.","Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11495427/
11461417,2001,"Neutron energy spectra from the laser-induced Dd,n3He reaction.","Physical review. E, Statistical, nonlinear, and soft matter physics",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11461417/
11456975,2001,The elusive benzocyclobutenylidene: a combined computational and experimental attempt.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/11456975/
11444521,2001,Inverse planning algorithms for external beam radiation therapy.,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/11444521/
11429928,2001,Alkylation of amino acids and glutathione in water by o-quinone methide. Reactivity and selectivity.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11429928/
11414839,2001,"Carbomethoxychlorocarbene: spectroscopy, theory, chemistry and kinetics.",Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11414839/
11312936,2001,Studies of 9-fluorenyl carbocations. intramolecular hydride migration in a substituted 9-fluorenyl carbocation.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11312936/
11332891,2000,UV radiation effects on flavocytochrome b2 in dilute aqueous solution.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11332891/
11195847,2000,Photobinding of carprofen to protein.,"Journal of photochemistry and photobiology. B, Biology",no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/11195847/
11195846,2000,Involvement of type I and type II mechanisms in the linoleic acid peroxidation photosensitized by tiaprofenic acid.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11195846/
11126439,2000,Origin of retinal pigment epithelium cell damage by pulsed laser irradiance in the nanosecond to microsecond time regimen.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11126439/
11126438,2000,Acute and chronic effects of transmyocardial laser revascularization in the nonischemic pig myocardium by using three laser systems.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11126438/
11087413,2000,A new approach for studying fast biological reactions involving dioxygen: the reaction of fully reduced cytochrome c oxidase with O2.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11087413/
11073652,2000,Laser flash photolysis of diphenylsulfonyldiazomethane: detection of the sulfene and a sulfene-pyridine ylide.,Organic letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11073652/
11073607,2000,Fast microwave-assisted preparation of aryl and vinyl nitriles and the corresponding tetrazoles from organo-halides.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/11073607/
11072251,2000,"Enhancement of meta-tetrahydroxyphenylchlorin-sensitized photodynamic treatment on human tumor xenografts using a water-soluble vitamin E analogue, Trolox.",International journal of cancer,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11072251/
11045713,2000,A laser flash photolysis and pulse radiolysis study of primary photochemical processes of flumequine.,Photochemistry and photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11045713/
10998236,2000,Electron transfer reactions in Zn-substituted cytochrome P450cam.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10998236/
10959856,2000,"Highly selective palladium-catalyzed synthesis of protected alpha,beta-unsaturated methyl ketones and 2-alkoxy-1,3-butadienes. High-speed chemistry by microwave flash heating.",The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10959856/
10891126,2000,"Mechanism of the Photodissociation of 4-Diphenyl(trimethylsilyl)methyl-N,N-dimethylaniline.",The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/10891126/
10843093,2000,Dynamics of pulsed holmium:YAG laser photocoagulation of albumen.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10843093/
10818783,2000,Photochemical and photophysical studies of guanine derivatives: intermediates contributing to its photodestruction mechanism in aqueous solution and the participation of the electron adduct.,Photochemistry and photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/10818783/
11674284,1999,"Photodissociation of N-Arylmethylanilines: A Laser Flash Photolysis, Fluorescence, and Product Analysis Study(1).",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11674284/
10943619,1999,Photodynamic therapy for the prevention of intimal hyperplasia in balloon-injured rabbit arteries.,Japanese circulation journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10943619/
10508432,1999,Design and fast synthesis of C-terminal duplicated potent C(2)-symmetric P1/P1'-modified HIV-1 protease inhibitors.,Journal of medicinal chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10508432/
10504248,1999,UV-B radiation-induced donor- and acceptor-side modifications of photosystem II in the cyanobacterium Synechocystis sp. PCC 6803.,Biochemistry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/10504248/
10378011,1999,Irradiation of amelanotic melanoma cells with 532 nm high peak power pulsed laser radiation in the presence of the photothermal sensitizer Cu(II)-hematoporphyrin: a new approach to cell photoinactivation.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/10378011/
10374984,1999,Analysis of flash echo from contrast agent for designing optimal ultrasound diagnostic systems.,Ultrasound in medicine & biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10374984/
10360945,1999,Nicotinic acetylcholine receptor probed with a photoactivatable agonist: improved labeling specificity by addition of CeIV/glutathione. Extension to laser flash photolabeling.,Biochemistry,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/10360945/
10331759,1999,Monitoring radiation-induced changes in bone marrow histopathology with ultra-small superparamagnetic iron oxide (USPIO)-enhanced MRI.,Journal of magnetic resonance imaging : JMRI,curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/10331759/
10225433,1999,Evidence for peroxynitrite formation during S-nitrosoglutathione photolysis in air saturated solutions.,FEBS letters,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/10225433/
10049350,1999,Chemotactic responses of Escherichia coli to small jumps of photoreleased L-aspartate.,Biophysical journal,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/10049350/
11672356,1998,Photochemical Pinacol Rearrangement.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/11672356/
11670575,1998,"Design and Semisynthesis of Photoactive Myoglobin Bearing Ruthenium Tris(2,2'-bipyridine) Using Cofactor-Reconstitution.",Inorganic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/11670575/
10093916,1998,Visible radiation effects on flavocytochrome b2 in dilute aqueous solution: a steady-state and laser flash photolysis study.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/10093916/
9863331,1998,[Classification of laser irradiation and safety measures].,Medicinski pregled,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9863331/
9784424,1998,Calcium buffering capacity of neuronal cell cytosol measured by flash photolysis of calcium buffer NP-EGTA.,Biochemical and biophysical research communications,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/9784424/
9661151,1998,Flash lamp-based irradiation of caged compounds.,Methods in enzymology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/9661151/
23015010,1998,Fundamental Studies of Fiber-Guided Soft Tissue Cutting by Means of Pulsed Midinfrared Lasers and their Application in Ureterotomy.,Journal of biomedical optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23015010/
9223680,1997,"A high-resolution, confocal laser-scanning microscope and flash photolysis system for physiological studies.",Cell calcium,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9223680/
11671514,1997,Intramolecular Diels-Alder Reaction of N-Alkyl-2-cyano-1-azadienes: A Study of the Eschenmoser Cycloreversion of Dihydrooxazines as a Route to N-Alkyl-2-cyano-1-azadienes.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/11671514/
9172693,1997,[Photosensitizing properties and antioxidant activity of furagin--an antimicrobial drug that is a derivative of nitrofuran].,Biofizika,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/9172693/
9054899,1997,The value of setup portal films as an estimate of a patient's position throughout fractionated tangential breast irradiation: an on-line study.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/9054899/
8931374,1996,"The reaction of triplet 2-methyl-1,4-naphthoquinone (menadione) with DNA and polynucleotides.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8931374/
8883408,1996,Prediction of radiotherapy response of cervical carcinoma through measurement of proliferation rate.,British journal of cancer,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/8883408/
8863479,1996,Photophysical and redox properties of a series of phthalocyanines: relation with their photodynamic activities on TF-1 and Daudi leukemic cells.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8863479/
